Soil Moisture,Temperature, Soil Humidity,N,P,K,Status,Fertilizer,Pest
90,12,64,79,82,45,OFF,,
52,25,52,9,14,4,OFF,,
69,31,59,86,3,73,OFF,,
45,32,25,23,40,66,ON,,
17,13,48,69,66,88,ON,,
66,38,45,68,37,51,OFF,,
34,17,66,16,50,35,ON,,
53,25,69,6,31,15,ON,,
17,17,69,48,93,94,ON,,
30,42,66,23,36,96,OFF,,
80,40,70,16,60,57,ON,,
14,31,33,40,87,59,ON,,
2,17,35,23,75,58,OFF,,
41,3,46,64,88,51,ON,,
61,31,33,86,76,27,OFF,,
57,40,65,15,49,92,OFF,,
37,19,60,12,3,58,OFF,,
22,33,22,72,98,11,ON,,
20,0,63,36,37,28,OFF,,
82,6,64,13,21,76,OFF,,
58,39,68,96,21,57,ON,,
68,3,39,97,72,90,OFF,,
74,39,60,17,72,24,OFF,,
53,16,54,73,51,34,OFF,,
56,18,20,88,9,77,OFF,,
53,12,26,87,84,0,OFF,,
89,9,38,46,72,44,ON,,
1,29,50,43,40,36,ON,,
11,13,70,82,12,45,ON,,
75,3,28,19,62,41,OFF,,
55,7,45,22,62,63,OFF,,
7,13,50,64,72,19,ON,,
53,17,38,75,44,13,ON,,
37,21,57,53,35,51,ON,,
62,31,37,85,72,15,ON,,
2,1,26,69,67,82,ON,,
43,1,50,24,76,4,OFF,,
19,10,42,84,11,13,ON,,
13,17,46,21,69,46,OFF,,
68,3,51,21,89,95,OFF,,
45,25,20,69,79,18,ON,,
40,33,50,13,31,88,ON,,
75,39,32,7,50,51,ON,,
68,23,65,33,49,57,OFF,,
1,38,37,5,11,5,ON,,
24,26,63,20,28,80,ON,,
46,30,46,36,12,78,OFF,,
15,14,68,65,75,16,ON,,
73,8,27,68,71,41,OFF,,
17,40,66,2,6,76,ON,,
44,40,69,0,51,52,ON,,
2,7,24,87,1,22,OFF,,
52,42,70,37,16,49,ON,,
19,0,50,60,92,75,ON,,
64,36,37,34,9,83,ON,,
59,16,58,90,8,68,OFF,,
69,7,34,3,70,84,ON,,
15,6,21,90,61,1,ON,,
57,37,63,37,31,15,ON,,
82,40,55,82,23,99,OFF,,
46,29,46,10,14,51,ON,,
69,1,33,3,70,44,ON,,
81,0,24,58,33,33,OFF,,
82,30,56,29,24,55,OFF,,
65,7,35,55,46,51,OFF,,
79,28,34,14,37,20,OFF,,
5,9,39,41,9,67,OFF,,
65,29,44,15,74,39,ON,,
31,35,53,43,4,45,ON,,
40,28,20,31,40,41,ON,,
85,15,69,89,42,60,ON,,
23,39,46,64,86,98,OFF,,
78,10,66,30,25,2,OFF,,
63,16,22,50,99,69,OFF,,
12,4,39,85,66,52,ON,,
51,34,50,64,76,58,ON,,
74,9,33,92,40,82,OFF,,
12,16,62,54,70,22,ON,,
66,42,54,73,31,42,ON,,
67,45,44,44,62,14,ON,,
50,1,67,50,62,32,OFF,,
57,35,44,65,55,76,ON,,
29,24,42,58,51,1,ON,,
30,0,34,18,95,24,OFF,,
43,42,41,63,60,2,ON,,
40,45,43,39,23,84,ON,,
69,21,34,11,42,52,ON,,
75,25,31,92,33,49,OFF,,
65,20,28,94,25,44,OFF,,
13,2,69,21,74,20,ON,,
4,12,57,54,96,47,ON,,
61,18,69,51,43,7,ON,,
82,13,67,26,82,30,ON,,
69,11,27,74,20,16,OFF,,
33,20,50,56,17,37,ON,,
13,6,22,22,25,15,OFF,,
5,6,55,67,72,31,ON,,
44,32,48,31,73,36,OFF,,
66,44,70,98,76,32,OFF,,
22,28,52,98,5,12,ON,,
18,22,34,93,19,49,OFF,,
79,10,60,21,20,89,OFF,,
20,17,34,10,23,54,OFF,,
28,27,35,41,9,13,ON,,
74,35,65,77,36,81,ON,,
35,37,34,73,70,81,ON,,
60,23,47,18,24,71,ON,,
79,14,38,29,56,74,OFF,,
70,26,54,71,15,63,ON,,
53,32,69,51,47,17,ON,,
32,28,25,80,6,38,ON,,
26,31,39,3,31,59,ON,,
28,16,27,69,91,37,OFF,,
71,7,42,87,72,56,OFF,,
1,30,22,19,73,40,ON,,
88,9,26,88,39,26,OFF,,
48,31,68,22,88,51,ON,,
72,23,59,39,76,18,OFF,,
73,24,26,71,81,62,OFF,,
47,29,52,38,49,96,OFF,,
73,38,26,31,36,9,OFF,,
34,8,63,70,11,23,OFF,,
55,22,69,1,44,60,ON,,
64,26,24,91,18,46,OFF,,
82,34,22,4,4,78,ON,,
55,16,58,3,20,2,ON,,
83,13,43,61,12,77,OFF,,
31,26,67,71,45,6,ON,,
36,36,36,99,32,82,ON,,
5,39,39,91,33,62,ON,,
74,15,48,24,39,31,OFF,,
63,36,41,2,61,14,ON,,
59,15,53,67,37,78,OFF,,
69,2,33,66,41,92,OFF,,
43,26,44,98,2,96,ON,,
78,45,54,86,68,45,ON,,
85,20,61,59,33,34,OFF,,
81,8,40,57,41,16,OFF,,
90,28,46,88,58,56,OFF,,
89,1,23,94,12,96,OFF,,
17,28,64,33,93,65,ON,,
5,19,26,89,43,2,OFF,,
57,35,62,76,0,11,ON,,
79,15,59,45,93,95,OFF,,
59,43,21,55,73,49,ON,,
48,24,64,75,2,76,ON,,
11,33,44,0,58,74,ON,,
3,39,60,42,69,79,ON,,
66,6,41,70,67,40,OFF,,
80,10,51,14,76,33,OFF,,
61,17,25,79,89,18,OFF,,
54,28,63,84,72,37,ON,,
16,13,61,38,79,76,ON,,
86,40,37,57,3,61,OFF,,
28,2,35,12,20,28,OFF,,
42,43,60,65,46,50,ON,,
9,14,54,3,96,89,OFF,,
85,17,43,15,85,67,ON,,
83,17,22,29,94,96,OFF,,
90,30,56,82,20,54,OFF,,
3,6,63,12,34,3,ON,,
77,34,65,73,96,10,OFF,,
28,44,40,1,82,31,ON,,
70,31,58,18,71,23,OFF,,
34,35,23,49,19,99,ON,,
54,14,67,53,90,28,ON,,
37,35,66,32,60,71,ON,,
90,39,53,74,89,60,OFF,,
17,13,35,5,53,17,ON,,
22,29,28,35,18,39,ON,,
63,34,63,54,88,46,OFF,,
36,32,22,51,97,9,ON,,
2,0,38,48,73,0,ON,,
6,25,40,19,3,45,OFF,,
46,35,40,40,50,59,ON,,
17,24,27,58,29,94,ON,,
43,44,24,51,28,44,ON,,
69,36,49,62,63,60,ON,,
38,24,64,40,16,27,ON,,
48,16,21,99,31,62,ON,,
90,15,57,7,35,9,OFF,,
83,37,68,29,72,68,OFF,,
5,9,30,48,13,47,OFF,,
1,13,69,37,40,6,ON,,
13,4,28,55,26,12,ON,,
7,21,28,59,58,68,ON,,
19,8,54,6,42,91,ON,,
15,4,23,98,58,40,ON,,
40,19,61,69,28,98,OFF,,
74,42,50,49,10,39,OFF,,
20,29,25,76,0,14,ON,,
81,2,45,20,6,97,OFF,,
51,40,63,77,24,16,ON,,
35,6,20,22,4,64,ON,,
34,20,64,87,1,66,ON,,
87,39,34,52,40,12,ON,,
35,22,20,57,45,50,ON,,
10,14,40,3,34,72,ON,,
80,20,64,71,4,11,ON,,
63,21,62,29,42,52,OFF,,
70,27,26,8,8,78,ON,,
14,11,60,19,38,50,ON,,
79,40,41,57,75,76,OFF,,
78,44,32,88,4,72,ON,,
40,35,26,42,16,10,ON,,
29,24,39,14,9,16,OFF,,
34,13,22,47,71,33,OFF,,
45,29,60,78,94,72,OFF,,
68,10,63,53,40,70,OFF,,
58,19,38,44,42,5,ON,,
37,3,65,66,26,39,ON,,
89,23,23,90,78,83,ON,,
32,11,32,76,33,12,OFF,,
55,44,29,59,15,9,ON,,
25,0,39,8,79,63,OFF,,
66,1,20,54,90,96,OFF,,
60,0,28,63,81,61,OFF,,
33,17,61,96,96,64,OFF,,
51,16,24,96,95,73,ON,,
31,27,47,15,3,23,ON,,
7,32,45,66,82,88,ON,,
10,14,68,52,28,71,ON,,
64,23,34,94,34,91,OFF,,
64,43,40,43,70,20,ON,,
11,31,27,69,23,61,ON,,
38,28,52,40,87,1,ON,,
45,25,38,30,96,86,OFF,,
17,18,33,56,97,65,ON,,
66,3,62,15,90,66,OFF,,
6,14,49,11,98,27,ON,,
88,11,57,10,56,14,OFF,,
72,26,33,34,71,7,OFF,,
14,35,27,34,44,36,ON,,
79,36,42,61,53,81,OFF,,
9,3,47,22,56,24,ON,,
90,19,41,32,16,36,OFF,,
58,33,62,35,62,68,OFF,,
9,10,45,51,62,54,OFF,,
56,45,60,76,38,8,ON,,
72,32,68,29,22,5,ON,,
74,22,34,11,62,45,OFF,,
5,7,68,20,62,32,OFF,,
61,34,65,89,82,45,OFF,,
49,23,50,14,76,58,ON,,
41,37,55,76,26,55,ON,,
76,38,64,54,53,42,ON,,
40,31,29,40,85,76,ON,,
82,20,32,88,67,71,OFF,,
49,43,47,81,74,65,ON,,
48,34,36,81,30,48,ON,,
11,3,20,1,98,76,ON,,
25,29,48,48,67,57,ON,,
90,18,33,13,88,92,OFF,,
8,43,44,60,0,46,ON,,
16,32,26,44,64,15,ON,,
16,13,20,20,76,11,ON,,
57,41,38,66,74,83,ON,,
18,41,26,85,79,86,ON,,
15,44,55,21,45,49,ON,,
77,43,21,33,47,2,ON,,
60,1,63,63,61,25,OFF,,
53,15,46,33,55,60,ON,,
3,28,48,14,34,86,ON,,
11,20,21,74,19,15,ON,,
21,36,68,40,25,65,ON,,
88,19,27,63,6,31,OFF,,
88,34,64,65,36,87,OFF,,
79,14,65,47,62,55,OFF,,
21,35,51,20,59,62,OFF,,
89,39,58,47,83,21,OFF,,
46,12,37,29,6,45,OFF,,
57,34,69,16,31,24,ON,,
82,8,69,14,98,52,ON,,
39,10,26,23,75,70,OFF,,
6,28,44,48,52,90,ON,,
42,17,37,24,80,95,OFF,,
18,36,70,60,33,53,ON,,
59,31,61,82,34,31,ON,,
43,45,43,75,92,12,ON,,
62,0,28,20,9,84,OFF,,
18,14,38,46,12,91,ON,,
55,36,33,9,43,98,ON,,
40,21,63,86,87,29,OFF,,
3,36,41,32,49,20,ON,,
7,33,38,8,36,27,OFF,,
68,27,44,21,57,0,ON,,
40,36,51,10,73,70,OFF,,
85,7,41,62,51,33,OFF,,
22,36,70,23,15,94,ON,,
52,13,23,0,88,39,OFF,,
83,22,70,78,77,83,OFF,,
83,37,28,79,45,38,OFF,,
62,10,62,84,65,90,OFF,,
59,42,39,69,3,28,ON,,
23,34,54,4,97,23,ON,,
55,44,53,44,2,92,ON,,
55,1,53,6,92,78,OFF,,
87,18,64,72,99,27,OFF,,
13,25,20,93,17,13,OFF,,
49,12,43,6,41,15,ON,,
75,34,36,95,52,99,OFF,,
73,16,20,60,9,90,OFF,,
90,37,38,55,5,79,OFF,,
81,10,53,8,4,13,OFF,,
2,35,62,93,67,46,ON,,
55,19,26,93,66,30,OFF,,
69,10,51,54,44,12,OFF,,
56,2,51,71,21,49,OFF,,
77,21,44,92,45,37,ON,,
26,25,23,49,62,41,ON,,
2,6,45,75,32,59,ON,,
65,12,41,68,7,75,OFF,,
88,26,37,99,9,67,OFF,,
71,5,60,79,82,23,OFF,,
17,14,23,31,93,75,OFF,,
82,21,69,98,64,72,OFF,,
16,28,27,60,15,87,ON,,
79,35,35,6,70,10,OFF,,
44,37,29,44,77,5,ON,,
70,40,68,70,58,68,OFF,,
35,24,60,47,50,62,OFF,,
23,35,66,50,70,68,ON,,
72,13,35,89,94,91,ON,,
38,11,65,92,94,10,ON,,
9,25,25,56,66,69,ON,,
67,29,56,30,13,43,ON,,
27,21,25,22,9,28,ON,,
78,23,34,58,22,78,ON,,
13,4,30,34,47,44,ON,,
37,2,28,64,59,42,ON,,
45,28,67,55,51,47,OFF,,
17,41,40,27,17,76,ON,,
53,8,20,74,91,19,OFF,,
25,17,58,82,35,30,OFF,,
1,7,48,48,72,10,OFF,,
23,27,27,38,50,26,ON,,
68,5,35,84,42,37,ON,,
78,43,63,63,25,22,ON,,
85,22,25,21,88,74,OFF,,
25,8,61,59,95,54,OFF,,
77,5,20,66,12,38,OFF,,
40,24,24,84,71,12,ON,,
21,0,32,82,26,41,OFF,,
37,8,48,16,7,16,OFF,,
2,35,31,10,66,94,OFF,,
21,11,21,56,39,90,OFF,,
88,43,23,83,53,73,OFF,,
38,42,36,43,59,60,OFF,,
86,21,58,97,49,43,OFF,,
40,15,69,88,41,50,ON,,
46,13,62,56,66,82,OFF,,
2,12,21,44,92,83,ON,,
44,40,66,14,6,14,ON,,
78,9,38,69,10,28,OFF,,
2,15,23,48,93,24,OFF,,
90,27,28,65,19,28,OFF,,
81,27,24,10,20,48,OFF,,
84,27,41,36,2,14,ON,,
59,38,37,42,11,84,ON,,
40,19,28,29,60,73,ON,,
69,43,32,74,78,6,ON,,
62,25,23,18,13,78,ON,,
47,44,42,73,97,63,ON,,
43,9,59,31,5,93,OFF,,
20,12,69,95,6,69,ON,,
79,33,28,31,27,40,OFF,,
48,9,31,36,84,58,OFF,,
31,6,48,68,9,88,OFF,,
43,3,67,51,3,53,OFF,,
33,14,33,85,67,40,ON,,
63,18,39,85,1,76,ON,,
63,2,41,47,12,67,OFF,,
25,15,33,22,70,30,ON,,
74,21,35,66,64,85,ON,,
61,12,69,95,41,61,ON,,
32,34,22,58,58,15,ON,,
56,9,57,74,24,15,OFF,,
45,34,32,55,15,73,ON,,
80,10,51,25,68,21,OFF,,
1,0,27,13,94,81,OFF,,
34,2,69,69,44,89,OFF,,
41,40,54,87,90,23,ON,,
49,22,66,53,54,91,ON,,
77,14,39,28,85,44,ON,,
26,43,44,63,68,8,ON,,
25,27,68,38,80,96,OFF,,
57,34,56,63,43,82,ON,,
6,31,59,80,33,96,ON,,
61,31,26,60,39,20,OFF,,
90,23,61,27,0,26,OFF,,
76,0,29,84,52,21,OFF,,
53,0,50,4,3,53,OFF,,
27,6,20,37,86,67,ON,,
42,0,53,85,71,7,OFF,,
37,32,35,27,74,40,ON,,
51,36,29,40,71,67,ON,,
78,22,55,70,98,42,OFF,,
45,5,55,91,65,31,ON,,
25,41,34,42,14,53,ON,,
83,7,48,97,9,60,OFF,,
55,8,33,92,20,68,ON,,
26,7,47,30,85,70,OFF,,
47,3,67,55,89,20,OFF,,
57,22,28,68,18,29,OFF,,
77,34,38,73,89,66,OFF,,
49,24,57,10,80,23,OFF,,
16,41,20,70,92,75,ON,,
76,39,26,99,52,64,ON,,
73,27,51,93,47,16,ON,,
78,40,31,15,39,9,OFF,,
20,21,63,77,63,76,ON,,
37,0,70,85,90,80,OFF,,
44,21,44,85,92,35,ON,,
54,14,68,59,61,73,ON,,
75,10,21,12,27,86,OFF,,
78,37,44,3,29,51,OFF,,
29,32,46,30,34,3,OFF,,
38,24,67,75,94,15,OFF,,
60,29,52,77,30,9,ON,,
22,17,42,79,70,90,OFF,,
30,15,54,71,21,32,ON,,
44,45,54,88,86,61,ON,,
29,19,51,26,60,38,OFF,,
1,45,44,3,72,47,ON,,
75,9,64,11,44,87,ON,,
55,1,67,43,95,20,OFF,,
37,16,61,87,35,20,OFF,,
6,44,40,87,64,17,ON,,
18,3,55,16,26,97,ON,,
52,14,46,15,47,93,ON,,
61,29,60,37,30,58,ON,,
9,1,57,11,7,7,OFF,,
42,5,20,65,79,59,OFF,,
83,11,41,35,54,4,ON,,
87,33,25,64,75,75,ON,,
88,18,58,26,16,4,OFF,,
47,1,35,82,65,64,OFF,,
49,40,46,21,29,82,ON,,
22,34,34,18,38,8,OFF,,
48,44,57,89,91,17,ON,,
45,12,55,79,12,20,ON,,
2,36,60,80,25,42,ON,,
40,11,24,21,35,40,ON,,
33,34,42,87,9,57,ON,,
27,8,57,13,22,80,OFF,,
68,11,61,12,33,11,OFF,,
36,29,58,4,55,45,ON,,
64,37,20,51,18,80,ON,,
53,8,45,27,92,27,ON,,
68,34,56,63,63,50,ON,,
80,41,42,56,71,78,OFF,,
40,2,22,71,40,36,OFF,,
56,32,42,33,72,31,OFF,,
50,37,65,96,71,42,ON,,
75,37,39,49,80,90,OFF,,
62,6,63,34,59,17,OFF,,
2,0,66,96,4,17,ON,,
2,29,46,73,23,49,ON,,
79,7,21,18,54,84,OFF,,
26,35,35,80,99,95,ON,,
6,31,52,70,29,78,ON,,
13,8,23,44,78,17,ON,,
11,17,55,87,82,93,ON,,
31,39,27,97,22,69,ON,,
85,2,25,38,3,4,OFF,,
90,30,58,85,34,97,OFF,,
30,6,65,81,38,33,OFF,,
11,26,42,16,98,11,ON,,
53,21,41,46,26,93,ON,,
17,7,67,26,92,70,ON,,
39,10,22,27,90,22,ON,,
72,34,69,46,57,68,ON,,
8,10,50,9,48,60,ON,,
57,12,25,13,28,71,ON,,
47,30,22,41,46,83,ON,,
88,21,28,42,57,49,OFF,,
17,26,70,39,26,90,ON,,
58,27,21,73,61,22,ON,,
77,36,52,26,56,50,ON,,
84,38,27,49,83,52,OFF,,
49,41,22,70,55,24,ON,,
10,43,51,24,48,17,ON,,
88,26,23,20,35,46,OFF,,
77,21,22,37,95,93,OFF,,
1,35,57,38,43,8,ON,,
4,3,65,22,66,96,ON,,
18,35,20,78,63,14,ON,,
57,18,70,23,69,54,ON,,
10,39,40,46,89,23,ON,,
83,2,31,75,66,35,OFF,,
22,4,34,75,63,61,OFF,,
45,7,55,47,83,16,ON,,
61,43,57,32,71,4,ON,,
4,8,43,90,75,31,OFF,,
6,42,39,29,2,99,ON,,
69,21,41,41,66,61,ON,,
47,26,55,0,93,62,ON,,
84,1,63,83,46,29,OFF,,
50,21,62,12,31,52,ON,,
66,22,25,83,25,8,OFF,,
89,12,66,5,98,59,ON,,
50,8,31,53,72,78,OFF,,
39,31,52,64,59,38,ON,,
54,40,44,88,10,99,OFF,,
45,27,37,2,65,33,ON,,
51,31,58,36,79,83,ON,,
83,9,63,51,51,94,OFF,,
45,3,63,75,84,46,ON,,
8,35,64,16,39,53,ON,,
21,31,51,6,63,60,ON,,
89,42,32,35,51,2,OFF,,
75,41,35,79,98,16,ON,,
64,32,61,17,38,55,ON,,
64,43,45,62,61,25,ON,,
83,24,27,63,26,67,OFF,,
64,30,52,52,98,3,ON,,
81,23,44,28,43,21,OFF,,
78,24,25,91,40,75,OFF,,
64,11,25,3,94,36,OFF,,
75,29,67,63,51,77,OFF,,
75,23,23,35,99,59,OFF,,
26,25,44,4,40,44,ON,,
14,43,40,76,10,25,OFF,,
85,8,59,86,3,36,OFF,,
82,33,64,92,71,72,ON,,
1,45,23,16,76,74,ON,,
84,42,30,5,65,77,ON,,
3,17,37,36,51,59,ON,,
77,3,30,9,44,71,OFF,,
36,1,25,5,61,62,OFF,,
4,29,25,82,84,38,ON,,
10,16,63,2,99,86,OFF,,
22,17,56,75,53,31,OFF,,
52,34,25,49,92,11,OFF,,
84,3,30,6,25,2,OFF,,
31,8,20,72,3,90,ON,,
31,17,53,74,82,1,OFF,,
87,33,27,60,40,64,OFF,,
21,5,55,15,74,72,OFF,,
73,16,37,85,18,20,OFF,,
47,41,58,87,2,14,ON,,
49,14,64,27,40,76,OFF,,
42,20,37,61,63,31,OFF,,
77,9,42,16,29,90,OFF,,
23,3,33,36,94,39,ON,,
69,22,38,4,35,59,OFF,,
73,18,39,24,29,6,OFF,,
10,16,52,52,26,65,OFF,,
85,9,51,8,55,26,OFF,,
85,28,38,27,28,90,OFF,,
2,4,62,7,32,73,ON,,
24,37,35,42,99,96,OFF,,
12,19,39,93,10,66,ON,,
20,32,66,8,96,0,OFF,,
45,1,26,52,66,25,OFF,,
13,13,32,54,59,63,ON,,
61,15,20,81,7,36,ON,,
45,29,29,99,49,56,OFF,,
73,13,42,97,89,13,OFF,,
30,6,60,86,57,65,ON,,
65,27,45,65,25,18,ON,,
77,8,33,13,7,16,OFF,,
30,7,27,57,11,76,OFF,,
3,45,53,59,80,14,ON,,
21,28,52,76,40,87,ON,,
66,30,27,99,71,9,OFF,,
71,29,23,35,68,90,OFF,,
17,33,60,53,1,56,ON,,
87,2,44,7,75,41,OFF,,
33,24,56,84,40,58,OFF,,
15,29,28,10,84,11,ON,,
75,26,54,66,1,34,OFF,,
37,20,27,34,73,50,OFF,,
74,2,58,82,23,49,OFF,,
22,28,60,77,53,48,OFF,,
23,38,61,79,5,61,ON,,
64,43,30,50,24,47,OFF,,
75,29,27,38,30,9,OFF,,
43,12,32,95,42,91,ON,,
19,4,69,33,58,78,ON,,
10,27,60,39,94,78,ON,,
25,13,31,43,20,83,OFF,,
84,25,69,5,83,23,ON,,
81,16,42,47,71,74,ON,,
80,38,60,54,90,74,OFF,,
88,14,28,3,55,56,OFF,,
35,8,69,55,50,81,ON,,
72,35,57,83,14,60,OFF,,
36,29,48,34,89,61,ON,,
44,39,25,74,52,10,ON,,
55,12,51,25,87,9,OFF,,
54,12,27,14,27,57,OFF,,
13,0,68,45,72,1,OFF,,
52,10,64,16,19,54,ON,,
47,35,63,97,32,0,ON,,
23,21,33,46,11,96,ON,,
80,22,37,26,92,1,ON,,
27,12,41,66,97,82,OFF,,
78,4,51,65,6,20,OFF,,
59,8,55,84,22,72,OFF,,
67,29,43,78,35,85,OFF,,
8,11,46,98,3,34,ON,,
56,21,46,82,98,21,ON,,
39,7,58,56,72,37,OFF,,
10,18,28,27,43,1,ON,,
43,5,58,49,22,65,ON,,
50,37,70,95,16,86,ON,,
45,16,49,90,43,92,OFF,,
62,8,48,86,22,49,OFF,,
44,21,30,85,79,31,ON,,
29,4,69,33,74,45,OFF,,
77,28,69,1,37,0,OFF,,
83,11,41,34,88,9,OFF,,
30,27,39,86,41,19,ON,,
50,25,22,38,8,51,ON,,
33,7,25,72,32,25,OFF,,
21,26,47,29,33,0,ON,,
54,37,25,45,59,76,ON,,
46,30,25,66,54,12,ON,,
47,40,41,10,9,76,ON,,
44,22,62,76,73,64,OFF,,
34,43,31,13,37,59,ON,,
24,15,42,25,70,57,ON,,
52,12,20,34,76,39,OFF,,
43,1,51,76,52,90,OFF,,
88,9,25,32,54,44,OFF,,
67,24,61,41,6,90,OFF,,
56,34,31,62,48,0,ON,,
20,2,41,84,69,53,ON,,
58,14,38,42,41,86,ON,,
70,20,66,57,68,67,OFF,,
90,7,49,50,21,34,OFF,,
21,32,56,85,35,24,ON,,
76,10,51,80,4,49,OFF,,
50,1,50,86,78,94,OFF,,
85,0,61,27,49,45,OFF,,
22,13,69,15,33,91,ON,,
89,21,56,38,7,86,OFF,,
19,19,69,86,38,78,ON,,
44,35,26,34,96,9,ON,,
59,23,65,89,22,66,ON,,
54,9,30,9,79,66,OFF,,
14,32,25,53,65,48,ON,,
43,33,55,61,82,6,ON,,
55,26,39,71,45,70,OFF,,
20,23,69,14,28,20,ON,,
62,45,60,43,67,36,ON,,
47,42,55,69,30,35,ON,,
18,34,38,52,10,99,ON,,
12,38,31,24,85,8,ON,,
74,6,58,30,48,61,OFF,,
2,10,34,32,92,80,ON,,
61,13,29,47,88,75,OFF,,
38,4,64,97,29,95,ON,,
64,17,35,7,26,11,ON,,
29,31,30,15,53,62,OFF,,
83,44,35,6,74,73,OFF,,
65,41,51,32,33,49,OFF,,
65,17,61,82,29,51,OFF,,
69,15,63,10,98,85,OFF,,
12,25,59,48,75,98,ON,,
49,7,23,20,42,76,OFF,,
48,30,47,95,83,84,ON,,
33,0,67,50,35,87,OFF,,
5,6,21,18,14,80,ON,,
79,14,21,30,73,38,OFF,,
53,21,57,59,90,2,OFF,,
9,20,54,81,48,42,ON,,
1,7,60,45,49,79,ON,,
48,19,59,18,93,92,OFF,,
65,24,47,53,96,36,OFF,,
89,19,31,45,43,64,OFF,,
82,24,55,4,70,6,OFF,,
54,31,24,15,68,59,ON,,
73,18,29,85,64,57,OFF,,
18,43,50,7,41,94,ON,,
56,9,51,36,68,58,ON,,
21,5,70,93,36,14,OFF,,
13,6,55,63,44,32,ON,,
8,27,33,55,27,36,OFF,,
59,17,68,99,87,66,ON,,
83,4,55,42,58,28,OFF,,
65,23,39,19,95,90,OFF,,
62,44,41,39,75,48,OFF,,
21,30,47,66,15,85,ON,,
30,35,37,97,51,44,ON,,
62,6,52,32,0,94,OFF,,
59,13,25,93,69,85,OFF,,
17,10,56,82,72,26,ON,,
34,21,55,78,1,56,ON,,
62,0,37,91,53,49,OFF,,
9,41,44,42,16,95,OFF,,
20,33,38,46,58,83,ON,,
45,4,33,86,21,19,OFF,,
90,11,54,81,78,38,OFF,,
26,20,27,11,19,66,OFF,,
34,10,51,8,38,80,OFF,,
88,36,58,70,57,14,ON,,
32,43,62,38,58,78,ON,,
43,20,23,61,36,5,OFF,,
8,26,22,4,88,56,ON,,
71,32,24,13,94,10,ON,,
8,24,36,29,4,52,ON,,
43,0,45,87,7,13,OFF,,
76,36,43,7,3,68,OFF,,
17,28,36,52,13,11,ON,,
25,41,49,48,51,92,OFF,,
13,35,29,87,18,69,ON,,
12,22,36,51,84,60,ON,,
52,35,25,45,47,6,ON,,
79,38,33,11,26,77,ON,,
35,18,41,68,23,23,OFF,,
83,27,46,58,50,40,OFF,,
60,4,21,89,88,68,OFF,,
14,23,30,35,74,58,ON,,
64,33,34,38,76,30,ON,,
51,23,62,8,14,44,OFF,,
1,34,30,77,0,86,ON,,
34,32,54,45,58,95,OFF,,
82,28,33,69,20,77,OFF,,
25,21,56,40,36,46,OFF,,
46,7,67,41,30,93,ON,,
89,9,66,39,38,20,OFF,,
55,20,26,63,55,31,OFF,,
17,14,36,64,71,18,ON,,
89,17,60,76,76,5,OFF,,
62,37,25,86,78,40,ON,,
81,10,46,69,11,76,OFF,,
39,24,35,0,9,95,OFF,,
21,34,64,16,10,0,ON,,
28,44,67,70,51,7,ON,,
51,37,53,31,25,21,OFF,,
1,44,27,84,36,7,ON,,
87,29,20,97,73,93,ON,,
30,21,40,94,30,84,ON,,
78,36,20,90,46,91,OFF,,
66,19,56,56,53,89,OFF,,
36,34,37,73,41,66,OFF,,
6,26,67,61,81,31,ON,,
4,11,27,66,85,69,ON,,
48,36,48,45,11,76,ON,,
23,20,65,61,23,58,ON,,
40,12,47,7,84,93,OFF,,
84,1,31,75,35,92,OFF,,
64,4,64,24,74,39,ON,,
36,14,41,32,41,30,OFF,,
77,32,41,32,63,78,ON,,
33,5,29,25,71,29,ON,,
35,1,58,26,15,39,OFF,,
83,22,64,66,34,46,OFF,,
18,13,67,35,94,99,ON,,
84,3,65,92,43,67,ON,,
45,11,51,33,12,59,OFF,,
57,15,46,12,14,79,OFF,,
27,1,24,39,6,17,OFF,,
15,6,21,96,0,45,ON,,
79,39,50,74,59,50,ON,,
78,19,70,55,60,27,ON,,
60,10,65,68,64,95,ON,,
35,22,32,17,89,9,ON,,
18,8,35,22,69,35,OFF,,
17,16,25,80,48,91,ON,,
19,5,60,37,6,52,ON,,
57,5,30,31,24,58,OFF,,
34,13,23,57,89,84,ON,,
7,6,60,34,92,64,ON,,
89,3,46,39,92,48,OFF,,
33,23,51,51,42,15,OFF,,
77,1,55,57,90,98,OFF,,
81,28,37,48,99,43,ON,,
34,27,49,25,29,86,OFF,,
86,39,38,92,79,11,OFF,,
78,4,56,30,48,11,OFF,,
6,27,25,77,53,0,ON,,
51,25,47,65,84,10,ON,,
7,24,23,63,18,50,ON,,
41,44,36,20,81,38,OFF,,
40,39,29,16,60,3,OFF,,
41,2,23,38,16,87,OFF,,
5,3,46,67,25,45,ON,,
85,22,22,58,81,69,OFF,,
61,3,28,55,23,50,OFF,,
72,15,35,22,28,43,ON,,
46,9,39,96,70,7,OFF,,
77,20,56,60,33,98,OFF,,
6,19,64,26,86,43,ON,,
24,25,61,90,54,79,OFF,,
73,8,24,55,10,40,OFF,,
81,39,28,99,5,1,ON,,
36,15,60,9,4,87,ON,,
26,32,28,66,34,34,ON,,
56,20,55,93,69,34,OFF,,
41,0,52,31,23,32,OFF,,
32,1,32,64,97,95,ON,,
19,5,23,84,26,23,ON,,
43,3,49,53,23,6,OFF,,
6,24,67,21,23,60,OFF,,
38,36,52,44,70,21,ON,,
